363,Что НЕ относится к признакам помещений по степени опасности поражения человека электрическим током?,"относительная влажность воздуха длительное время (свыше суток) превышает 75%, но не достигает 100% – сырые помещения;
температура длительное время (свыше суток) превышает +35оС
наличие токопроводящей пыли (угольная, металлическая и т.п.) в таком количестве, что она оседает на провода, проникает внутрь оборудования
наличие системы защитного зануления в помещении"
364,Какой плакат устанавливается на рабочих местах после наложения заземлений и ограждения рабочего места?,"1. «Работать здесь»
2. «Стой. Напряжение»
3. «Стой. Убьет»
4. «Не входить. Убьет»"
365,Каким буквенным обозначением и цветом обозначаются нулевые рабочие проводники?,"1.   Обозначаются буквой O и зеленым цветом
2. Обозначаются буквой N и белым цветом
3. Обозначаются буквой N и голубым цветом
4. Обозначаются буквой O и желтым цветом"
366,Какие электроустановки называются закрытыми или внутренними?,"1. Электроустановки, размещенные внутри здания, защищающего их от атмосферных воздействий, а также электроустановки, защищенные навесами, сетчатыми ограждениями и т.п.
2. Электроустановки, размещенные внутри зданий, защищающих их от атмосферных воздействий, за исключением электроустановок, защищенных навесами, сетчатыми ограждениями и т.п.
3. Электроустановки, защищенные от атмосферных воздействий навесами, сетчатыми ограждениями и т.п.
4. Любые электроустановки на внутренней территории предприятия, защищенные и не защищенные от атмосферных воздействий"
367,Чем должны быть укомплектованы электроустановки?,"1. Защитными средствами, средствами пожаротушения
2. Исправным инструментом
3. Средствами пожаротушения, исправным инструментом и средствами оказания первой медицинской помощи
4. Испытанными защитными средствами, средствами пожаротушения, исправным инструментом и средствами оказания первой помощи"
368,Что согласно Правилам устройства электроустановок  называется электропомещениями?,"1. Помещения или отгороженные части помещения, в которых расположено электрооборудование, доступное для всего обслуживающего персонала
2. Помещения или отгороженные части помещения, в которых расположено электрооборудование, доступное только для квалифицированного обслуживающего персонала
3. Только отгороженные и изолированные части помещения, в которых расположено электрооборудование, доступное только для обслуживающего персонала
4. Помещения с нормативно нормальными атмосферными условиями, в которых расположено электрооборудование, доступное для всего обслуживающего персонала"
369,Какие помещения согласно ПУЭ называются сырыми?,"1. Помещения, в которых относительная влажность воздуха не превышает 60%
2. Помещения, в которых относительная влажность воздуха превышает 75%
3. Помещения, в которых относительная влажность воздуха не превышает 90%
4. Помещения, в которых относительная влажность воздуха близка к 100%"
370,Как делятся электроустановки по условиям электробезопасности?,"1. Электроустановки напряжением до 1000 В и выше 1000 В
2. Электроустановки напряжением до 10 кВ и выше 10 кВ
3. Электроустановки напряжением до 380 В и выше 380 В
4. Электроустановки напряжением до 1000 В и выше 10000 В"
371,"Какая схема поражения электрическим током изображена на рисунке?
","двухфазное прикосновение к токоведущим частям
передвижение человека по зоне растекания тока от упавшего на землю провода
однофазное прикосновение к сети с заземленной нейтральной точкой трансформатора
однофазное прикосновение к сети с изолированной нейтральной точкой


"
372,"Каково минимальное расстояние, на которое разрешено приближение человека к шинам высокого напряжения?

","1. 5 м
2. 10 м
3. 0,7 м
4. 1,5 м"
373,"Какое напряжение, используемое для освещения и электроинструмента, считается безопасным в помещениях с повышенной влажностью и наличием токопроводящей пыли?","1. 380 В
2. 220 В
3. 24 В
4. 12 В"
374,Какие помещения с позиции электробезопасности относятся к влажным?,"1. Помещения, в которых относительная влажность воздуха больше 60 %, но не превышает 75%
2. Помещения, в которых относительная влажность воздуха не превышает 75%
3. Помещения, в которых относительная влажность воздуха больше 75 %, но не превышает 90%
4. Помещения, в которых относительная влажность воздуха близка к 100%"
375,Какое напряжение должно использоваться для питания переносных электроприемников переменного тока?,"1. Не выше 380/220 В
2. Не выше 220/127 В
3. Не выше 110 В
4. Не выше 42 В"
376,Каким образом обозначаются шины при постоянном токе?,"1. Положительная шина (+) - красным цветом, отрицательная (-) - синим и нулевая рабочая M - голубым цветом
2. Положительная шина (+) - зеленым цветом, отрицательная (-) - красным и нулевая рабочая M - голубым цветом
3. Положительная шина (+) - красным цветом, отрицательная (-) - синим и нулевая рабочая M - белым цветом
4. Положительная шина (+) - зеленым цветом, отрицательная (-) - синим и нулевая рабочая M - голубым цветом"
377,Какое буквенное и цветовое обозначение используется для совмещенных нулевых защитных и нулевых рабочих проводников?,"1. Буквенное обозначение РЕN и голубой цвет по всей длине
2. Буквенное обозначение PE и цветовое обозначение чередующимися продольными или поперечными полосами одинаковой ширины (для шин от 15 до 100 мм) желтого и зеленого цветов
3. Буквенное обозначение PEN и цветовое обозначение: голубой цвет по всей длине и желто-зеленые полосы на концах
4. Буквенное обозначение N и голубой цвет по всей длине"
378,Чем должны внешне отличаться светильники аварийного освещения от светильников рабочего освещения?,"1. Цветом
2. Знаками или окраской
3. Принципиальных отличий нет
4. Исполнением"
379,Кто осуществляет государственный надзор за соблюдением требований правил и норм электробезопасности в электроустановках?,"1. МЧС России
2. Ростехнадзор
3. Главгосэнергонадзор
4. Роспотребнадзор"
380,Какие обозначения используются для шин при переменном трехфазном токе?,"1. Обозначение шин фазы A - желтым, фазы B - зеленым, фазы C - красным цветом
2. Обозначение шин фазы A - зеленым, фазы B - желтым, фазы C - красным цветом
3. Обозначение шин фазы A - красным, фазы B - белым, фазы C - синим цветом
4. Обозначение шин фазы A - голубым, фазы B - белым, фазы C - красным цветом"
381,Как классифицируются электроинструмент и ручные электрические машины по способу защиты от поражения электрическим током?,"1. Делятся на 4 класса - нулевой, первый, второй и третий
2. Делятся на 3 класса - первый, второй и третий
3. Делятся на 4 класса - первый, второй, третий и четвертый
4. Делятся на 3 класса - нулевой, первый и второй"
382,Нормирование электромагнитных полей промышленной частоты (50 Гц) осуществляется по:,"1. напряженности электрической составляющей 
2. напряженности магнитной составляющей 
3. напряженности электрической и магнитной составляющей
4. энергетической нагрузке "
383,"Нормирование полей радиочастотного (РЧ) диапазона для лиц, находящихся на территории жилой застройки, в местах отдыха, ведется по:","1. напряженности электрического поля
2. плотности потока энергии
3. энергетической нагрузке
4. 1+2"
384,Предельно допустимый уровень плотности потока энергии на расстоянии 50  5 см от любой точки микроволновой печи:,"1. 0,1 В/м
2. 0,1 Вт/м2 
3. 0,01 Вт/м2
4. 10 Вт/м2"
385,Волновая зона электромагнитных полей располагается на расстояниях от источника ( - длина волны ЭМП),"1. менее 
2. более 2
3. 
4. 1/2"
386,Поглощение организмом человека энергии электромагнитного излучения сверхвысокочастотного диапазона вызывает:,"1. эффект ионизации
2. стробоскопический эффект
3. оптический эффект
4. тепловой эффект"
387,"Работа без применения средств индивидуальной защиты не разрешается, если напряженность электрического поля…","1. более 5 В/м
2. более 5 кВ/м
3. более 20 В/м
4. более 25 кВ/м"
388,На какое количество зон можно разделить пространство вокруг источника электромагнитного поля?,"1. одна зона
2. две зоны
3. три зоны
4. четыре зоны"
389,"Укажите значение плотности потока электромагнитного поля, называемого тепловым порогом.","1. 5 Вт/м2
2. 10 Вт/м2
3. 15 Вт/м2
4. 20 Вт/м2"
390,"Внутри жилых зданий напряженность электрического поля от линии электропередач не должна превышать:
","1. 0,1 В/м
2. 0,3 кВ/м
3. 0,5 кВ/м
4. 0,5 кВ/м2"
391,На территории жилой застройки напряженность электрического поля от линии электропередач не должна превышать:,"1. 1 кВ/м
2. 2 кВ/м
3. 0,1 кВ/м
4. 10 кВ/м"
392,"При нахождении работника в контролируемой зоне в течение всего рабочего дня, при напряженности электромагнитного поля 5-20 кВ/м допустимое время (ТД) рассчитывается по формуле (Еизм –измеренная величина напряженности):","1. ТД=(5/Еизм)-2
2. ТД=(50/Еизм)-2
3. ТД=(50/Еизм)-20
4. ТД=(50/Еизм)-0,2"
393,В каком диапазоне электромагнитного поля работают системы сотовой радиосвязи?,"1. 400 МГц – 12 ГГц
2. 40 МГц – 1 ГГц
3. 400 МГц – 1,8 ГГц
4. 400 МГц – 2 ГГц"
394,"Допустимый уровень (IПД) воздействия электромагнитных излучений, создаваемой системой сотовой связи для пользователей радиотелефонов составляет:","1. IПД  100 Вт/м2
2. IПД  0,1 Вт/м2
3. IПД  10 Вт/м2
4. IПД  1 Вт/м2"
395,"Допустимый уровень (IПД) воздействия электромагнитных излучений для населения, проживающего вблизи от антенн базовых станций сотовой связи составляет:","1. IПД  100 Вт/м2
2. IПД  0,1 Вт/м2
3. IПД  10 Вт/м2
4. IПД  1 Вт/м2"
396,С нагретой до какой температуры поверхности излучаются только тепловые (инфракрасные) лучи?,"1. до 500 0С
2. до 600 0С
3. до 700 0С
4. до 800 0С"
397,"Энергия теплового излучения может быть определена по формуле с учетом следующих параметров:
F – площадь излучающей поверхности, м2;
S – площадь облучаемой поверхности, м2;
Т- температура излучающей поверхности, °К;
 - длина волны лучистого потока;
L – расстояние от излучающей поверхности до объекта, м.","1. F; Т; L; S; 
2. F; L; 
3. F; Т; L 
4. F; Т; L; S"
398,На какое количество групп можно разделить источники лучистой энергии в зависимости от температуры поверхности?,"1. две группы
2. три группы
3. четыре группы
4. пять групп"
399,"Укажите, какая интенсивность инфракрасного излучения вызывает в организме человека слабое ощущение при неограниченном времени его воздействия.","1. 350 кВт/м2
2. 350 Вт/м2
3. 550 Вт/м2
4. 450 кВт/м2"
400,"Укажите интенсивность инфракрасного излучения, при котором возможен тепловой удар.
","1. свыше 2000 Вт/м2
2. свыше 2500 Вт/м2
3. свыше 3000 Вт/м2
4. свыше 3500 Вт/м2"
401,"Лучами Фохта называются инфракрасные лучи с длиной волны: 

 - длина волны лучистого потока","1. =0,281,5 
2. =0,381,8 
3. =0,782,5 
4. =0,781,5 "
402,"Выберите из представленных экранов теплоотражающий.


","1. асбестовая плита
2. алюминиевый лист
3. резиновый коврик
4. керамическая плита"
403,"К средствам индивидуальной защиты от электромагнитных излучений относятся…

","1. ватно-марлевые респираторы
2. комбинезоны и халаты из металлизированной ткани
3. диэлектрические боты
4. электропроводящие браслеты"
404,"Количество лучистого тепла, поглощаемого телом человека, зависит от следующих параметров:","1. температуры источника излучения, площади излучающей поверхности, расстояния между излучающей поверхностью и телом человека, от защитных свойств одежды
2. температуры источника излучения, площади излучающей поверхности, квадрата расстояния между излучающей поверхностью и телом человека
3. температуры источника излучения, площади излучающей поверхности
4. температуры источника излучения, квадрата расстояния между излучающей поверхностью и телом человека"
405,Отдача тепла организмом человека осуществляется за счет: ,"конвекции 
излучения 
испарения
 все вышеперечисленное"
406,"Источники лучистой энергии с температурой поверхности 1300 – 1800 0С относятся к следующей группе:
","1.   1
2.   2
3.   3
4.   4"
407,"Длинноволновыми лучами называются инфракрасные лучи с длиной волны: 

 - длина волны лучистого потока","1.  < 1,5 мкм
2.  > 1,5 мкм.
3.  > 2,5 мкм.
4.  < 2,5 мкм."
408,Для защиты от электромагнитных полей используются следующие методы (укажите неправильный вариант):,"1. Уменьшение излучения в источнике.
2. Изменение направления излучения.
3. Уменьшение времени воздействия.
4. Уменьшение расстояния до источника облучения."
409,Укажите один из основных и наиболее часто применяемых средств защиты от электромагнитных полей:,"1. Уменьшение излучения в источнике.
2. Изменение направления излучения.
3. Защитное экранирование.
4. Применение средств индивидуальной защиты."
410,Обязательным является использование средств индивидуальной защиты лица и глаз при интенсивности теплового излучения:,"1. более 35 Вт/м2
2. более 100 Вт/м2
3. более 140 Вт/м2
4. более 75 Вт/м2"
411,При воздействии на работающего теплового излучения какой интенсивности применяют воздушное душирование?,"1. < 350 Вт/м2
2. 350 – 2100 Вт/м2
3. > 2100 Вт/м2
4. 900 – 2100 Вт/м2"
412,"Недостаточное освещение рабочего места приводит 
","1. к снижению производительности труда, перенапряжению зрения и расслаблению периферической нервной системы
2. к общему утомлению, возможности отдохнуть работнику, увеличению вероятности реализации ошибочных действий
3. к увеличению утомляемости, перенапряжению органов зрения, утомляемости нервной системы
4. к увеличению работоспособности, к повышению качества выпускаемой продукции"
413,Что такое глазной нистагм? ,"1. судорожное сокращение и расширение зрачка
2. судорожное дрожание глазного яблока
3. судорожное дрожание мышц глазного века
4. судорожное сокращение сосудов глазного яблока"
414,Максимальная спектральная световая эффективность соответствует длине волны ,"1. 555 нм (желто-зеленый цвет)
2. 425 нм (сине-голубой цвет)
3. 650 нм (красно-розовый цвет)
4. 700 нм (коричнево-черный цвет)"
415,"Укажите наиболее точное определение ”телесного угла” 
","1. пространственный угол, образованный в центре полусферы вершиной конуса, основание которого находится на поверхности шара
2. пространственный угол, вырезавший в центре сферы вершину конуса, основание у которого находится в поверхности сферы
3. пространственный угол, образованный в центре ноосферы вершинного конуса, основание которого сформировала поверхность биосферы
4. пространственный угол, образованный в центре сферы вершиной конуса, основание которого находится на поверхности сферы"
416,Телесные углы измеряются в …,"1. градусах
2. процентах
3. долях
4. стерадианах"
417,Единица измерения освещённости,"1. люмен (лм)
2. кандела (кд)
3. люкс (лк)
4. люкс-секунда (лк•с)"
418,Единицей измерения яркости является,"1. люмен (лм)
2. кд/м2
3. кандела (кд)
4. люкс (лк)"
419,Какими единицами определяется световая отдача источника света?,"1. люксами, делёнными на ватт (лк/Вт)
2. люменами, делёнными на ватт (лм/Вт)
3. процентами (%)
4. ваттами, деленными на люмен (Вт/лм)"
420,"Что относится к количественным характеристикам освещения?
","1. сила света, фон, освещенность
2. сила света, освещенность, яркость
3. освещенность, контраст, фон
4. яркость, ослепленность, блесткость"
421,"Величина, характеризующая поверхностную плотность светового потока, называется","1. световым потоком
2. силой света
3. освещенностью
4. коэффициентом естественного освещения"
422,"Контраст объекта с фоном Кс определяется по формуле:

где Вос – яркость объекта различения;
Вфс – яркость фона","Кс = Вос – Вфс
Кс = Вфс – Вос
Кс = 
Кс = "
423,"Какой будет контраст, если контраст объекта различения с фоном Кс > 0,5","1. малый
2. большой
3. средний
4. слабый"
424,Яркость поверхности зависит от,"1. способности самой поверхности адгезировать световой поток 
2. способности самой поверхности отражать световой поток
3. способности самой поверхности поглощать световой поток
4. способности самой поверхности пропускать световой поток"
425,"Какими единицами измеряется световой поток?
","1. люксами (лк)
2. люменами (лм)
3. канделами (кд)
4. люмен-секундами (лм•с)"
426,От какого осветительного прибора получила своё наименование величина измерения яркости,"1. лучина
2. лампа
3. горелка
4. свеча"
427,Контроль освещенности на рабочем месте осуществляется с помощью какого измерительного прибора:,"1. светлакометра
2. психрометра
3. люксметра
4. темнометра"
428,Длина волны видимого излучения:,"1. 0,038-0,078 нм
2. 0,38-0,78 км
3. 380-780 нм
4. 0,38-0,78 пм"
429,Какова примерная цветовая температура лампы накаливания?,"1. 1100 К
2. 1800 К
3. 4000 К
4. 10 000 К"
430,"Эвакуационное освещение должно обеспечивать наименьшую освещенность на полу основных проходов и на ступенях лестниц: 
","1. в помещениях –5 лк, на открытых территориях - 2 лк
2. в помещениях – 15 лк, на открытых территориях - 12 лк
3. в помещениях – 0,05 лк, на открытых территориях - 0,02 лк
4. в помещениях – 0,5 лк, на открытых территориях - 0,2 лк"
431,Чей патент на лампу накаливания был признан американским патентным обществом приоритетным?,"1. Свана
2. Эдисона
3. Лодыгина
4. Яблочкова"
432,Основной недостаток люминесцентных ламп ,"1. относительно высокая стоимость
2. невозможность регулировать световой поток
3. специальные требования к утилизации
4. сложная аппаратура управления"
433,Нормируемым параметром искусственного освещения является:,"1. видимое излучение
2. яркость
3. минимальная освещенность рабочей поверхности
4. средняя по времени освещенность"
434,Выберите искусственный источник света обладающей наименьшей пульсацией,"1. лампа накаливания
2. дуговая ртутная лампа
3. светодиодная лампа
4. криптоновая лампа"
435,На основе каких ламп функционируют современные электротехнические устройства (гаджеты),"1. светодиодных (LED)
2. органических светодиодных (OLED)
3. плазменных
4. жидкокристаллических"
436,Очистные забои должны освещаться переносными светильниками напряжением до ,"1. 12 В
2. 36 В
3. 127 В
4. 220 В"
437,Минимальная горизонтальная на почве освещенность забоя ,"1. 5 лк
2. 15 лк
3. 50 лк
4. 100 лк"
438,Как можно снизить пульсации светового потока газоразрядных ламп?,"1. уменьшения частоты тока питания
2. использования трёхфазного питания ламп, в которых одинаковое число ламп включено на разные фазы.
3. использованием световых фильтров и экранов.
4. увеличения числа ламп и светового потока."
439,Какие параметры определяют точность зрительной работы?,"1. процент ошибок, которые делает человек при выполнении зрительной работы.
2. размер объекта различения, с которым человек сталкивается при выполнении зрительной работы.
3. острота зрения при выполнении зрительной работы.
4. освещённость объекта различения."
440,Сглаживание пульсации светового потока обеспечивается за счет:,"1. повышением частоты переменного тока
2. увеличением напряжения в питающей сети
3. применение отражателей светового потока
4. понижение частоты переменного тока"
441,"Освещенность на рабочей поверхности создается …..
 ","1. световым потоком, поступающим непосредственно от светильников
2. отраженным от светильника световым потоком
3. отраженным от светильника световым потоком и прямым световым потоком
4. световым потоком, поступающим непосредственно от светильников и многократно отраженным световым потоком"
442,"Укажите вид излучения, обладающий наибольшей ионизирующей способностью.
","1. -излучение
2. -излучение
3. - излучение
4. рентгеновское излучение"
443,Перечислите варианты радиоактвного распада. ,"1. α-распад, протонная радиактивность.
2. β-распад (включая электронный захват)
3. спонтанное деление тяжелых ядер
4. все вышеперечисленные   "
444,Чему равна линейная плотность ионизации для α-частиц на 1 см пути ,"1. 400
2. 20000
3. 10000
4. 40000"
445,"Укажите расстояние, на котором действуют ядерные силы ","1.10−14 – 10−15  м
2. 10−14 – 10−15  см
3. 10−14 – 10−15  мм
4. 10−14 – 10−15  км"
446,Превращение радия в радон является примером ,"1. α-распада
2. β-распада (включая электронный захват)
3. спонтанного деления тяжелых ядер
4. протонной радиактивности"
447,При облучении в дозах от 1 до 10 Гр у человека развивается ,"1. костномозговая форма лучевой болезни
2.токсемическая форма лучевой болезни
3.кишечная форма лучевой болезни
4.церебральная форма лучевой болезни"
448,Сколько времени длится физическая стадия действия ионизирующих излучений на живой организм,"1. 10−16 – 10−15  с
2. 10−11 – 10−10  с
3. 10−4 – 10−5  мин
4. 10−14 – 10−13  часов"
449,Химическая стадия действия ионизирующих излучений на организм человека составляет,"1. 10−13 – 10−3  с
2. 10−14 – 10−15  с
3. 10−4 – 10−5  мин
4. 10−17 – 10−15  с"
450,"Перечислите процессы, составляющие химическую стадию  воздействия ионизирующих излучений на организм человека","1. радиолиз воды и воздействие свободных радикалов на биомолекулы
2. радиолиз воды и образование свободных радикалов
3. образование свободных радикалов и их воздействие на биомолекулы
4. радиолиз воды"
451,"Доза облучения, характеризующая лучевую болезнь 4 стадии, для всего тела для человека составляет: ","1. 0,50 Гр
2. 1-3 Гр
3.  6 Гр 
4. 3-5 Гр"
452,"Единица измерения эквивалентной дозы ионизирующего излучения (в системе СИ):
","1. Рентген 
2. Грей
3. Беккерель
4. Зиверт"
453,Единица измерения поглощенной дозы ионизирующего излучения (в системе СИ):,"1. Зиверт
2. Грей
3. Рад
4. Кюри"
454,"Нормы радиационной безопасности распространяются на следующие источники ионизирующего излучения…



","1. техногенные источники за счёт нормальной эксплуатации техногенных источников излучения
2. техногенные источники в результате радиационной аварии, медицинские источники
3. природные источники
4. все вышеперечисленные"
455,Биологический эффект ионизирующего излучения зависит от …,"1. суммарной дозы и времени воздействия излучения
2. вида излучения
3. размеров облучаемой поверхности тела и индивидуальных особенностей организма 
4. от всех вышеперечисленных параметров"
456,К фотонному ионизирующему излучению относятся…,"1. -излучение
2. -излучение
3. протонное излучение
4. -излучение"
457,Труднее всего выводятся из организма радионуклиды накапливаемые в …,"щитовидной железе
мышцах
скелете
 легких"
458,Радиочувствительность ткани организма ,"1.прямо пропорциональна интенсивности деления клеток ткани и обратно пропорциональна  степени зрелости   клеток ткани 
2. прямо пропорциональна интенсивности деления клеток ткани  организма
3. обратно пропорциональна  степени зрелости  клеток ткани организма
4. зависит от скорости радиолиза "
459,К радиорезистентным  тканям  организма относят ….,"1.мышечная, костная, хрящевая ткани
2.лимфоидная ткань.
3. эпителиальная ткань.
4. кроветворная  ткань"
460,"Эффективная доза ионизирующего излучения (Е) рассчитывается по формуле…,

где Dэкв – эквивалентная доза в органе или ткани T;
К – взвешивающий коэффициент для органа или ткани T.","1. 
2. 
3. 
4. "
461,"Активность радиоактивного вещества – это…











","1. вид атомов, содержащих одинаковое число протонов, но различное число нейтронов
2. самопроизвольный распад атомных ядер некоторых химических элементов с испусканием ионизирующего излучения
3. число спонтанных (произвольных) ядерных превращений в этом веществе за малый промежуток времени, деленное на этот промежуток
4. излучение, при взаимодействии которого со средой происходит образование электрических зарядов разных знаков "
462,"Для оценки проникающей способности гамма − излучения введено понятие…
","1. коэффициент ослабления
2. «эффективность защитного ослабления»
3. эффективность экранирующего покрытия
4. «слой половинного ослабления»"
463,"Лучшей защитой от нейтронного излучения являются материалы…
","1. водородсодержащие
2. азотсодержащие
3. диэлектрические
4. парамагнетики"
464,Персонал группы А по НРБ -99/2009 (Нормы радиационной безопасности):,"1. персонал, не работающий с источниками ионизирующего излучения
2. профессиональные работники, постоянно или временно работающие с источником ионизирующих излучений
3. население
4. население, проживающее в зонах отселения "
465,"Годовая эффективная доза облучения природными источниками излучения всех работников, включая персонал, не должна превышать…","1. 1 мЗв
2. 5 мЗв
3. 15 мЗв
4. 50 мЗв"
466,"Предельно допустимый уровень ионизирующих излучений за год измеряется в:
","1. Рентген
2. Грэй
3. Зиверт
4. БЭР"
467,"Наибольшему воздействию ионизирующих излучений подвержены следующие органы человека:
","1. кости
2. легкие
3. гонады
4. костный мозг"
468,Йод-131 накапливается преимущественно в …,"1. Пищеводе
2. Скелете
3. Щитовидной железе
4. Мышечной ткани"
469,Для внешнего облучения наиболее опасно…,"1. -излучение
2. -излучение
3. - излучение
4. протонное"
470,"Эквивалентная доза ионизирующего излучения (Dэкв)  рассчитывается по формуле…, где Dпогл – поглощенной дозой излучения, Гр; К- коэффициент качества излучения","1 . Dэкв=Dпогл*К
2.  Dэкв=Dпогл/К
3.  Dэкв=(Dпогл+К)/ Dпогл
4.  Dэкв=Dпогл-К"
471,Для внутреннего облучения наиболее опасно…,"1. -излучение
2. -излучение
3. - излучение
4. рентгеновское излучение"
472,К поражающим факторам ядерного взрыва относят….,"1. ударная волна
2. радиоактивное излучение
3. электромагнитное излучение
4. все выше перечисленные"
473,"При прогнозировании масштабов заражения в качестве исходных данных рекомендуется учитывать:
","1.  величину выброса АХОВ; 
2. метеоусловия: скорость ветра
3. степень вертикальной устойчивости воздуха.
4. все выше перечисленные"
474,Горючие вещества – это вещества …,"1. способные загораться при действии источника тепла
2. способные гореть у источника тепла в кислороде 
3. способные гореть и обугливаться под воздействием внешнего источника тепла
4. способные самостоятельно гореть в атмосферном воздухе после удаления источника зажигания"
475,Внешние границы зоны заражения АХОВ рассчитывают по …,"1. поражающей токсодозе при ингаляционном воздействии
2. дискомфортным ощущения
3. воспалению слизистых оболочек глаз
4. нарушению пигментации кожных покровов"
476,Набольшую опасность будут представлять АХОВ,"1. сжиженные газы
2. сжатые газы до высоких давлений
3. газы с высокой температурой кипения
4. 1+2"
477,Абравиатура СДЯВ означает ,"1. слабо действующее ядовитое вещество
2. сильнодействующее ядовитое вещество
3. среднедействующее ядовитое вещество
4. специально действующее ядовитое вещество"
